"Country","Year","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Guam","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Belgium","2019","0","0","10","0","85","13","9","0","6","56","31","0","0","5","17","4","0","4","0","7","3","15","20","14","3","0","6","0","0","8","0","28","0","67","12","0","9","0","8","20","0","0","3","0","8","50","3","0","11","7","0","0","0"
"Belize","2019","3","0","10","0","283","5","0","0","0","91","18","0","0","0","86","8","0","0","0","8","0","4","4","5","3","3","8","0","0","17","0","25","4","118","14","0","0","4","0","19","0","0","4","0","6","145","0","0","7","13","0","0","0"
"Benin","2019","0","0","0","0","8","12","0","0","0","6","22","0","0","0","35","14","13","3","0","3","0","27","5","3","12","0","0","0","19","0","0","5","0","30","13","0","16","0","0","23","0","0","0","0","5","22","0","0","20","0","0","3","0"
"Bhutan","2019","0","0","40","0","18","139","5","0","0","3","243","0","0","30","96","8","200","62","292","0","0","103","218","124","134","0","108","0","117","9","79","5","0","418","267","104","2058","0","21","912","0","4","0","119","83","351","84","104","123","96","0","33","0"
"Bolivia","2019","4","0","3","0","137","15","18","0","8","248","14","0","0","0","29","4","3","4","3","7","0","109","22","6","10","0","10","0","0","9","0","48","3","104","18","0","7","7","7","11","0","32","0","0","12","135","26","0","528","8","0","10","0"
"Bosnia and Herzegovina","2019","5","0","59","0","50","21","56","0","0","121","115","0","0","18","124","27","128","0","49","10","4","8","18","131","35","0","162","0","9","15","12","37","0","74","25","10","37","4","8","52","0","0","4","0","16","101","28","7","32","37","0","24","0"
"Brazil","2019","59","5","85","12","973","132","273","17","25","2495","482","0","44","7","180","44","38","26","26","57","16","190","1264","107","78","11","42","16","10","80","88","701","15","617","192","0","108","32","50","198","7","38","70","0","70","685","178","7","193","133","8","49","3"
"Bulgaria","2019","7","8","35","7","224","46","15","13","7","216","71","0","5","3","487","13","7","7","0","9","12","49","107","19","24","0","23","5","0","77","6","97","0","179","41","0","22","6","10","69","0","0","16","0","12","72","15","0","70","60","0","31","0"
"Burkina Faso","2019","0","0","3","3","13","9","0","0","4","0","21","0","0","0","7","4","0","3","0","0","0","29","8","4","4","0","0","0","17","0","0","19","0","116","11","0","20","0","3","14","0","0","0","0","0","48","0","0","17","9","0","5","0"
"Burma","2019","5","0","145","42","440","171","23","3","0","259","476","0","13","40","318","1561","645","198","348","31","0","281","73","336","1062","0","170","3","488","20","3","37","5","710","515","0","235","341","106","184","0","0","80","90","211","1265","84","11","73","160","11","239","0"
"Burundi","2019","0","0","30","0","4","6","4","0","0","3","6","0","0","4","20","0","43","0","19","0","20","10","5","9","0","0","6","0","0","0","7","3","0","15","8","3","13","0","3","11","0","0","6","12","6","79","7","0","5","6","0","0","0"
"Cabo Verde","2019","0","0","0","0","6","0","30","0","0","20","9","0","0","0","0","0","0","0","0","0","0","0","962","0","0","0","0","0","0","0","0","4","0","8","3","0","0","0","0","6","0","228","0","0","0","0","3","0","0","0","0","0","0"
"Cambodia","2019","16","0","27","22","748","34","31","0","0","65","74","0","4","0","34","21","17","16","57","21","21","32","345","19","143","9","19","0","0","14","7","6","0","41","36","0","36","10","31","153","0","54","22","0","28","272","17","0","71","227","0","18","0"
"Cameroon","2019","11","4","30","16","107","18","4","31","51","48","167","0","3","0","70","23","25","16","19","12","5","829","112","51","98","4","23","0","13","6","0","58","13","86","80","15","120","83","11","73","0","0","19","0","15","540","6","0","126","15","4","18","0"
"Canada","2019","74","30","342","40","1542","277","127","7","38","1113","384","0","66","57","299","111","50","38","53","39","59","134","305","487","187","22","80","45","26","119","65","238","37","777","348","24","222","55","153","268","0","36","121","7","141","1074","125","43","224","594","12","99","20"
"Central African Republic","2019","0","0","4","0","4","7","0","0","6","0","8","0","0","0","5","0","4","0","0","0","0","12","6","6","0","0","0","0","0","0","0","0","0","14","5","0","3","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0"
"Colombia","2019","38","4","121","22","805","116","295","28","33","6189","709","0","10","12","264","52","23","28","46","60","7","210","439","54","47","17","36","0","21","121","42","1576","29","2056","407","3","75","46","51","279","72","99","203","4","79","1424","95","3","304","102","9","57","6"
"Congo, Democratic Republic","2019","10","0","79","0","79","85","49","0","3","28","115","0","0","39","119","36","181","27","147","7","38","97","68","81","36","0","38","0","9","11","38","17","8","124","242","20","106","3","20","60","0","8","7","12","38","499","30","13","86","65","0","19","0"
"Congo, Republic","2019","0","0","11","0","10","17","0","0","0","5","10","0","0","0","25","4","7","0","7","0","6","15","3","16","7","0","0","0","0","0","0","11","0","36","11","0","11","0","0","10","0","0","0","0","6","62","5","0","5","6","0","0","0"
"Costa Rica","2019","7","3","29","3","162","27","19","0","6","367","75","0","5","4","22","20","3","5","4","12","0","36","30","17","17","3","11","0","0","15","0","260","3","117","112","0","15","7","15","42","5","5","36","0","21","164","14","0","51","15","5","16","0"
"Cote d'Ivoire","2019","3","0","16","0","34","19","11","8","9","20","93","0","0","3","23","13","14","0","9","4","0","94","37","11","28","0","10","0","15","10","5","52","0","227","40","7","42","4","0","63","0","11","6","3","12","118","8","0","35","21","0","8","0"
"Croatia","2019","0","0","10","0","52","9","3","0","0","39","20","0","0","0","22","8","11","0","3","0","0","5","9","11","4","0","11","0","0","7","0","11","0","48","6","0","19","3","0","11","0","0","0","0","6","28","0","0","10","3","0","10","0"
"Cuba","2019","23","3","180","6","326","68","27","6","15","29570","283","0","3","4","90","35","25","31","550","95","4","31","65","79","24","14","60","4","82","585","4","524","62","386","243","5","42","23","74","129","106","5","40","7","68","1589","21","0","101","49","0","38","0"
"Cyprus","2019","0","0","0","0","11","3","0","0","0","13","4","0","0","0","5","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","8","0","24","0","0","0","0","0","0","0","0","4","0","3","7","0","0","4","0","0","0","0"
"Czechia","2019","6","4","6","0","85","24","5","0","3","95","27","0","5","3","55","0","0","3","5","0","0","8","19","9","0","0","3","3","0","7","5","18","0","47","20","0","3","0","5","20","0","0","3","0","10","31","3","4","15","15","0","0","0"
"Czechoslovakia (former)","2019","3","0","15","0","45","13","0","0","0","40","18","0","0","0","15","0","0","0","0","0","0","3","10","6","3","0","5","0","0","6","0","16","0","19","8","0","6","0","3","13","0","0","0","0","4","16","5","0","7","9","0","4","0"
"Chad","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","12","4","0","0","0","0","8","0","0","0","0","0","0","0","0","0","4","0","14","0","0","4","0","0","7","0","0","0","0","0","12","0","0","0","0","0","0","0"
"Chile","2019","6","0","33","5","213","29","25","5","11","426","65","0","4","5","22","0","3","3","6","5","4","50","38","20","14","3","12","0","4","16","4","92","5","164","47","0","11","6","22","30","4","4","13","0","14","123","72","0","60","43","0","14","0"
"China, People's Republic","2019","135","23","323","74","10875","397","285","89","57","939","851","18","320","60","1272","277","142","138","127","138","31","820","1574","554","441","64","253","13","64","401","71","1083","73","8527","555","12","530","144","402","1130","19","59","141","10","223","2782","147","18","793","1162","29","218","15"
"Denmark","2019","0","0","17","0","145","14","10","0","0","61","28","0","0","0","18","6","4","0","8","4","3","8","20","9","13","0","5","0","0","9","0","26","0","43","16","0","6","0","16","16","0","0","6","0","5","54","5","0","19","22","0","7","0"
"Djibouti","2019","0","0","0","0","0","4","0","0","0","0","3","0","0","0","3","0","0","0","6","0","8","0","0","0","37","0","0","0","0","0","0","0","0","5","0","0","4","0","0","0","0","0","0","0","0","5","0","0","0","6","0","0","0"
"Dominica","2019","0","0","0","0","9","0","5","0","0","114","50","0","0","0","5","0","0","0","0","0","0","26","12","4","0","0","0","0","0","0","0","56","0","132","7","0","0","0","0","10","0","0","0","0","4","54","0","0","11","4","0","0","0"
"Dominican Republic","2019","25","42","35","8","110","23","467","38","49","2685","272","0","5","3","102","62","7","17","13","83","5","239","2060","80","39","27","34","0","8","37","98","3379","3","8546","330","0","132","12","16","1534","634","547","57","0","39","271","29","4","124","24","5","50","0"
"Ecuador","2019","10","5","25","7","292","19","316","12","23","1110","105","0","5","0","244","18","22","8","10","14","4","86","94","11","141","4","10","0","7","24","6","1408","9","2530","195","0","42","5","14","142","12","15","32","0","28","294","80","0","82","25","3","12","0"
"Egypt","2019","25","0","52","7","1503","17","44","19","18","706","95","0","0","0","164","96","33","20","37","27","5","109","232","110","75","4","19","0","11","28","13","1289","5","866","180","0","155","12","50","360","0","9","52","0","474","570","7","0","477","105","4","24","0"
"El Salvador","2019","28","14","128","204","5343","148","64","12","167","649","443","0","0","14","124","100","73","82","19","35","8","1373","453","42","118","12","59","0","88","321","7","514","19","1594","500","5","66","32","58","81","8","18","37","14","95","2951","144","0","1427","145","8","16","0"
"Eritrea","2019","0","0","27","0","203","69","7","0","54","19","88","0","0","11","27","30","76","17","17","0","0","86","31","14","59","0","40","0","7","40","0","9","3","46","86","3","85","11","24","25","0","6","5","27","18","315","11","0","143","152","5","18","0"
"Estonia","2019","0","0","4","0","18","3","5","0","0","23","7","0","0","0","9","0","0","4","0","0","0","7","7","0","0","0","0","0","0","0","0","10","0","36","10","0","5","0","4","6","0","0","3","0","0","6","0","0","8","16","0","0","0"
"Ethiopia","2019","21","3","82","4","606","426","13","5","351","98","565","0","0","12","162","48","94","71","58","10","8","901","164","51","949","7","96","0","46","270","0","38","4","114","132","12","268","25","80","133","0","4","6","73","183","891","15","3","958","621","9","38","3"
"Fiji","2019","0","0","9","0","561","4","0","0","0","9","0","0","7","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","10","0","5","3","8","0","0","7","0","25","4","0","0","0","0","0","12","7","0","7","61","0","4","0"
"Finland","2019","0","3","8","0","73","9","7","0","3","43","11","0","0","0","8","3","0","0","0","5","4","12","5","4","7","0","3","0","0","3","0","8","0","28","8","0","4","0","3","3","0","0","0","0","0","37","0","0","6","9","0","7","0"
"France","2019","6","0","32","4","704","51","24","0","26","401","103","0","12","9","93","16","8","7","11","10","3","68","140","50","52","3","17","0","4","31","10","123","15","440","76","0","31","7","32","84","6","12","28","0","17","261","21","6","68","99","4","19","0"
"Gabon","2019","0","0","0","0","6","5","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","5","0","0","0","0","11","4","0","4","0","0","0","0","0","0","0","0","29","0","0","4","6","0","0","0"
"Gambia","2019","3","5","5","3","12","4","0","0","3","8","97","0","0","0","6","3","5","6","13","0","0","46","13","11","25","5","4","0","5","0","0","8","0","122","34","0","42","0","0","17","0","16","0","0","13","38","0","0","19","78","0","30","0"
"Georgia","2019","0","0","0","0","97","6","21","0","8","39","15","0","0","0","18","0","0","0","0","0","0","28","10","5","4","0","0","0","0","4","0","100","0","422","11","0","17","0","5","66","0","0","0","0","3","19","4","0","20","20","0","0","0"
"Germany","2019","56","13","97","19","696","158","36","9","15","500","200","0","34","13","154","44","21","24","37","29","14","85","123","129","54","14","70","8","12","42","13","123","29","312","156","3","81","33","46","132","0","7","85","6","69","386","35","13","159","144","11","61","6"
"Ghana","2019","15","0","46","5","178","136","169","56","20","109","428","0","5","3","227","49","25","18","37","10","7","571","383","51","116","4","44","0","15","24","11","615","7","1146","171","29","479","37","18","189","0","17","12","0","64","440","14","8","625","51","8","29","0"
"Greece","2019","4","0","7","0","86","8","23","8","0","89","22","0","0","0","73","15","0","0","6","9","5","35","98","21","4","0","8","0","0","8","8","67","0","227","26","0","17","4","0","62","0","6","13","0","5","49","0","0","31","16","0","10","0"
"Grenada","2019","0","0","0","0","11","0","7","0","5","45","20","0","0","0","3","0","0","0","0","0","0","23","6","3","0","0","0","0","0","0","0","19","0","405","8","0","3","0","0","11","0","0","0","0","0","24","0","0","11","3","0","0","0"
"Guatemala","2019","73","10","120","49","2922","84","130","16","18","670","271","0","0","10","285","51","76","40","28","39","6","254","319","37","61","9","46","3","80","151","4","353","23","577","134","7","60","45","120","106","9","149","30","13","63","724","106","0","279","83","3","18","3"
"Guinea","2019","12","0","7","0","10","9","16","4","3","6","70","0","0","0","14","23","8","0","6","0","0","87","28","24","22","0","6","0","0","0","0","38","0","361","23","4","66","0","0","83","0","5","4","0","18","24","0","0","24","10","3","5","0"
"Guyana","2019","3","0","12","0","46","6","63","13","11","422","158","0","3","0","20","4","0","3","0","0","0","119","37","10","76","0","7","0","4","9","3","387","0","3253","43","0","21","0","0","77","0","0","9","0","13","79","0","0","36","7","0","0","0"
"Haiti","2019","14","0","18","0","79","15","252","75","8","6415","327","0","3","0","67","68","15","8","42","21","7","204","1394","20","17","0","33","0","4","14","11","992","3","2778","131","3","37","12","15","417","0","50","22","0","35","89","20","0","70","26","0","10","3"
"Honduras","2019","27","3","35","19","638","59","51","11","19","1406","172","0","5","4","99","50","20","30","29","257","3","158","150","25","50","14","37","0","17","46","12","321","8","526","262","0","42","21","19","80","5","7","53","0","81","916","44","3","296","39","3","35","0"
"Hong Kong","2019","4","0","16","3","718","13","14","0","3","49","31","3","28","0","44","8","7","7","0","3","0","24","86","22","12","3","9","0","0","35","0","57","0","304","27","0","14","4","15","34","0","4","5","0","11","120","17","0","21","106","0","8","0"
"Hungary","2019","4","0","19","3","131","24","16","0","0","203","19","0","9","3","34","8","0","3","5","0","3","15","18","11","10","0","9","0","0","17","3","45","0","109","29","0","26","4","9","22","0","0","14","0","12","58","0","0","23","19","0","11","0"
"Iceland","2019","0","0","0","0","17","3","0","0","0","24","0","0","0","0","0","0","0","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","8","3","0","0","0","0","0","0","0","0","0","0","5","0","0","6","4","0","3","0"
"India","2019","327","11","790","214","11678","460","809","199","42","1940","3339","0","33","44","3971","728","264","321","289","136","21","1443","1657","1582","644","149","538","5","143","212","153","6409","84","3363","2143","13","1360","183","327","2468","0","42","396","24","600","9116","148","34","2640","1688","26","531","4"
